"Make","Model","Price","Year","Kilometer","Engine","Max.Power","Max.Torque","Length","Width","Seating.Capacity","Fuel.Tank.Capacity"
"Skoda","Kushaq Style 1.0L TSI AT",1625000,2021,"7900",999,114,178,"4225",1760,5,50
"Kia","Sonet GTX Plus 1.5 AT [2020-2021]",1499000,2021,"22000",1493,113,250,"3995",1790,5,45
"Volkswagen","Tiguan Highline TDI",2050000,2018,"73000",1968,141,340,"4486",1839,5,71
"Skoda","Octavia 1.8 TSI Style Plus AT [2017]",1300000,2016,"55000",1798,177,250,"4670",1814,5,50
"Skoda","Superb L&K TDI AT",3199000,2019,"6900",1968,174,350,"4861",1864,5,66
"Maruti Suzuki","Swift LXi",450000,2017,"65000",1197,83,115,"3850",1695,5,42
"Honda","Mobilio RS Diesel",675000,2015,"48000",1498,99,200,"4386",1683,7,42
"Maruti Suzuki","Alto 800 Lxi",280000,2018,"48000",796,47,69,"3395",1490,5,35
"Maruti Suzuki","Wagon R LXI ABS",425000,2018,"18000",998,67,90,"3599",1495,5,35
"Rolls-Royce","Ghost Extended Wheelbase",20000000,2011,"27000",6592,570,780,"5569",1948,5,82.5
"Mercedes-Benz","C-Class 220 BlueEfficiency",1250000,2012,"78000",2143,170,400,"4596",1770,5,66
"Hyundai","Santa Fe 2WD AT [2014-2017]",1175000,2014,"87938",2199,194,437,"4690",1880,7,64
"Hyundai","Santro Sportz CNG [2018-2020]",545000,2019,"43000",1086,58,84,"3610",1645,5,60
"Maruti Suzuki","Swift DZire VXI",500000,2016,"26000",1197,83,115,"3995",1695,5,42
"Maruti Suzuki","Celerio VXi AMT",390000,2015,"70000",998,67,90,"3600",1600,5,35
"Maruti Suzuki","Wagon R LXi 1.0 CNG [2019-2020]",575000,2019,"31000",998,58,78,"3655",1620,5,60
"Hyundai","i10 Magna 1.2 Kappa2",250000,2012,"54556",1197,79,112,"3585",1595,5,35
"Maruti Suzuki","DZire VXi",685000,2019,"74000",1197,89,113,"3995",1735,5,37
"Renault","Kwid RXT [2015-2019]",320000,2016,"64000",799,53,72,"3679",1579,5,28
"Maruti Suzuki","S-Cross Delta 1.6",620000,2016,"85000",1598,118,320,"4300",1765,5,48
"Maruti Suzuki","Swift VXi [2014-2017]",600000,2018,"54000",1197,83,115,"3850",1695,5,42
"Jeep","Compass Longitude (O) 1.4 Petrol AT [2019-2020]",1750000,2019,"57000",1368,160,250,"4395",1818,5,60
"Land Rover","Discovery Sport SE",4950000,2018,"38000",1999,177,430,"4600",2173,7,65
"Hyundai","Creta 1.6 SX Plus AT",1015000,2015,"68566",1582,126,265,"4270",1780,5,60
"Maruti Suzuki","Ciaz Delta 1.4 MT",755000,2017,"57000",1373,91,130,"4490",1730,5,43
"Hyundai","Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022]",1825000,2021,"45000",1353,138,242,"4300",1790,5,50
"Maruti Suzuki","Celerio VXi AMT",416000,2014,"60116",998,67,90,"3600",1600,5,35
"Maruti Suzuki","Ciaz VDi (O) SHVS",650000,2017,"86000",1248,89,200,"4490",1730,5,43
"Honda","WR-V S MT Diesel",790000,2018,"41000",1498,99,200,"3999",1734,5,40
"Honda","City SV Diesel",540000,2015,"76000",1498,99,200,"4440",1695,5,40
"Maruti Suzuki","Swift VDi",375000,2011,"120000",1248,74,190,"3850",1695,5,42
"BMW","X1 sDrive20i xLine",3990000,2021,"12500",1998,189,280,"4447",1821,5,51
"Porsche","718 Boxster",10900000,2018,"6300",1988,295,380,"4379",1801,2,54
"Maruti Suzuki","Celerio LXi",260000,2015,"25862",998,67,90,"3600",1600,5,35
"Hyundai","Creta 1.6 SX Plus Special Edition",800000,2015,"90000",1582,126,265,"4270",1780,5,60
"Honda","City V",745000,2016,"38000",1497,117,145,"4440",1695,5,40
"Mercedes-Benz","E-Class E 220d Exclusive [2019-2019]",7390000,2021,"7000",1950,192,400,"5063",1860,5,80
"Honda","Amaze 1.2 S MT Petrol [2018-2020]",675000,2019,"74237",1199,89,110,"3995",1695,5,35
"BMW","X1 sDrive20d xLine",2650000,2018,"53000",1995,184,350,"4454",2044,5,63
"Maruti Suzuki","Alto 800 Lxi",340000,2016,"52303",796,47,69,"3395",1490,5,35
"Maruti Suzuki","Baleno Alpha 1.2",620000,2019,"42356",1197,83,115,"3995",1745,5,37
"Maruti Suzuki","SX4 ZDI",297000,2013,"84000",1248,89,200,"4490",1735,5,50
"Toyota","Etios Liva GD",500000,2016,"114000",1364,67,170,"3775",1695,5,45
"Hyundai","Verna SX Plus 1.6 VTVT AT",1149000,2019,"26894",1591,121,151,"4440",1729,5,45
"Mercedes-Benz","C-Class C 220 CDI Avantgarde",2650000,2017,"70000",2143,168,400,"4686",1810,5,66
"Toyota","Fortuner 3.0 4x2 MT",1375000,2012,"98352",2982,169,343,"4705",1840,7,80
"Toyota","Fortuner 2.8 4x2 AT [2016-2020]",3090000,2017,"52000",2755,174,450,"4795",1855,7,80
"Lexus","ES 300h",4375000,2017,"31059",2494,202,213,"4915",1820,5,65
"Maruti Suzuki","S-Cross Alpha 1.6",749000,2017,"114000",1598,118,320,"4300",1765,5,48
"Mahindra","TUV300 T10",785000,2017,"44000",1493,100,240,"3995",1835,7,60
"Hyundai","i20 Active 1.4 S",750000,2017,"72000",1396,89,220,"3995",1760,5,45
"Mercedes-Benz","C-Class C 220d Progressive [2018-2019]",4150000,2019,"8000",1950,192,400,"4686",1810,5,66
"Maruti Suzuki","Alto VXi",320000,2014,"54000",998,67,90,"3620",1475,5,35
"Mercedes-Benz","GLA 200 CDI Style",1750000,2015,"99000",2143,134,300,"4417",1804,5,50
"Mahindra","TUV300 T10",944999,2019,"88000",1493,100,240,"3995",1795,7,60
"Land Rover","Range Rover 3.0 V6 Diesel Vogue LWB",27500000,2020,"11000",2993,244,600,"5199",2220,4,105
"Ford","Endeavour Sport 2.0 4x4 AT",4100000,2021,"19000",1996,168,420,"4903",1869,7,80
"MG","Hector Sharp 1.5 DCT Petrol Dual Tone",1750000,2021,"33000",1451,141,250,"4655",1835,5,60
"Maruti Suzuki","Ertiga VDi 1.3 Diesel",811000,2018,"44153",1248,89,200,"4395",1735,7,45
"Land Rover","Discovery Sport HSE Luxury 7-Seater",6900000,2020,"32368",2179,188,420,"4600",2069,7,65
"Hyundai","Verna 1.6 CRDI SX",725000,2016,"42000",1582,126,260,"4375",1700,5,43
"Jaguar","XF Portfolio Diesel",4600000,2020,"56000",1999,177,430,"5067",2091,5,66
"Land Rover","Range Rover 3.0 V6 Diesel Vogue",19300000,2019,"63000",2993,244,600,"4999",2220,5,105
"Hyundai","Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017]",650000,2017,"49422",1197,81,114,"3765",1660,5,43
"MG","Hector Plus Smart 1.5 DCT Petrol",1925000,2021,"19000",1451,141,250,"4720",1835,6,60
"Honda","City SV CVT",590000,2015,"75258",1497,117,145,"4440",1695,5,40
"Hyundai","Santro Sportz CNG [2018-2020]",495000,2019,"46000",1086,58,84,"3610",1645,5,60
"Maruti Suzuki","Baleno Zeta 1.3",695000,2016,"68921",1248,74,190,"3995",1745,5,37
"Hyundai","Verna 1.6 CRDI SX",799000,2018,"79800",1582,126,260,"4375",1700,5,43
"Volkswagen","Polo Highline1.2L (P)",325000,2013,"53000",1198,74,110,"3970",1682,5,45
"Mahindra","Scorpio S5 2WD 7 STR",1190000,2018,"59000",2179,120,280,"4456",1820,7,60
"Jaguar","XJ 3.0 Portfolio",5800000,2017,"30000",2993,225,689,"5255",2105,5,77
"Maruti Suzuki","Baleno Zeta 1.2",750000,2021,"58000",1197,83,115,"3995",1745,5,37
"Mercedes-Benz","M-Class ML 350 CDI",2600000,2014,"94000",2997,254,619,"4804",2141,5,70
"Maruti Suzuki","Alto 800 Lx CNG",299000,2017,"45000",796,48,69,"3395",1490,5,35
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",3470000,2018,"62152",2755,174,450,"4795",1855,7,80
"Hyundai","Venue SX Plus 1.0 Turbo DCT",1075000,2019,"28000",998,118,172,"3995",1770,5,45
"Hyundai","Grand i10 Magna AT 1.2 Kappa VTVT",650000,2019,"15000",1197,81,114,"3765",1660,5,43
"Honda","Amaze 1.2 S i-VTEC",425000,2014,"53610",1198,87,109,"3990",1680,5,35
"Nissan","Terrano XL D Plus",445000,2014,"75000",1461,84,200,"4331",1822,5,50
"Maruti Suzuki","XL6 Zeta MT Petrol",1225000,2022,"16000",1462,103,138,"4445",1775,6,45
"Audi","A3 35 TDI Premium + Sunroof",1350000,2015,"60000",1968,141,320,"4456",1796,5,50
"Mercedes-Benz","C-Class 220 BlueEfficiency",1450000,2014,"45000",2143,170,400,"4596",1770,5,66
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",2749000,2017,"120000",2755,174,450,"4795",1855,7,80
"Hyundai","Santro GLS",141000,2009,"56400",1086,62,96,"3565",1525,5,35
"Hyundai","Creta 1.6 S Plus AT",1375000,2017,"70000",1582,126,265,"4270",1780,5,60
"Toyota","Innova 2.4 G 7 STR [2016-2017]",1825000,2016,"82567",2393,148,343,"4735",1830,7,55
"Audi","A8 3.0 TDI quattro",4900000,2015,"32000",2967,247,580,"5265",1949,4,90
"Honda","Jazz V Diesel",525000,2015,"68244",1498,98,200,"3955",1694,5,40
"Audi","Q7 3.0 TDI quattro Premium",3300000,2014,"25000",2967,241,550,"5089",1983,6,100
"Hyundai","Eon Magna +",405000,2018,"34000",814,55,75,"3495",1550,5,32
"Audi","Q3 35 TDI quattro Premium Plus",2550000,2017,"36000",1968,184,380,"4385",1831,5,64
"Honda","City SV",875000,2019,"36000",1497,117,145,"4440",1695,5,40
"Maruti Suzuki","Swift VXi",355000,2014,"68005",1197,85,114,"3850",1695,5,42
"Ford","Ecosport Titanium 1.5L TDCi",925000,2018,"74797",1498,99,205,"3998",1765,5,52
"Land Rover","Evoque SE Dynamic",6500000,2021,"12000",1999,177,430,"4360",2120,5,57
"Hyundai","Elite i20 Magna 1.2 [2016-2017]",625000,2019,"31000",1197,82,115,"3985",1734,5,45
"Datsun","Redigo T(O) 1.0",425000,2020,"7520",999,67,91,"3429",1560,5,28
"Hyundai","Grand i10 Magna 1.2 Kappa VTVT [2016-2017]",550000,2015,"58078",1197,81,114,"3765",1660,5,43
"Volkswagen","Vento Comfortline Diesel",434999,2014,"79081",1598,103,250,"4384",1699,5,55
"Mercedes-Benz","GLE 350 d",5900000,2018,"28000",2987,255,620,"4819",2141,5,93
"Mercedes-Benz","GLC 220 d Progressive",3500000,2017,"72000",2143,168,400,"4656",1890,5,66
"Hyundai","Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022]",1750000,2022,"23000",1353,138,242,"4300",1790,5,50
"Hyundai","Xcent S 1.2 (O)",425000,2015,"11628",1197,81,114,"3995",1660,5,43
"Ford","Ecosport Titanium + 1.5L TDCi",675000,2017,"81323",1498,99,205,"3998",1765,5,52
"Maruti Suzuki","Vitara Brezza LDi (O) [2016-2018]",675000,2016,"50000",1248,89,200,"3995",1790,5,48
"Toyota","Innova 2.4 ZX 7 STR [2016-2020]",1725000,2016,"145000",2393,148,343,"4735",1830,7,55
"Audi","A3 40 TFSI Premium",1760000,2017,"48000",1798,178,250,"4456",1796,5,50
"Maruti Suzuki","Vitara Brezza ZDi+ Dual Tone [2017-2018]",730000,2017,"80000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Swift LXi",301000,2011,"28513",1197,85,114,"3850",1695,5,42
"Maruti Suzuki","Wagon R LXi LPG",275000,2011,"42000",998,46,85,"3595",1475,5,28
"Ford","Figo Duratorq Diesel ZXI 1.4",225000,2013,"87000",1399,68,160,"3795",1680,5,45
"Maruti Suzuki","Alto 800 Lxi",285000,2017,"45600",796,47,69,"3395",1490,5,35
"Volkswagen","Vento Highline Diesel",350000,2013,"78000",1598,103,250,"4384",1699,5,55
"Rolls-Royce","Ghost Extended Wheelbase",20000000,2012,"55000",6592,570,780,"5569",1948,5,82.5
"Mercedes-Benz","GLS 400d 4MATIC",12900000,2021,"3000",2925,326,700,"5207",2157,7,90
"Skoda","Superb Style TSI AT",1650000,2017,"52458",1798,177,250,"4861",1864,5,66
"Maruti Suzuki","Alto 800 Lxi CNG",265000,2017,"30000",796,47,69,"3395",1490,5,35
"Tata","Tiago Revotron XE [2016-2019]",395000,2017,"46992",1199,84,114,"3746",1647,5,35
"Honda","Jazz V Petrol",500000,2016,"54440",1199,89,110,"3955",1694,5,40
"Mahindra","Alturas G4 4WD AT [2018-2020]",2770000,2019,"32000",2157,178,420,"4850",1960,7,70
"Mercedes-Benz","M-Class ML 250 CDI",2450000,2015,"103000",2143,203,500,"4804",2141,5,70
"Audi","A4 1.8 TFSI Multitronic Premium Plus",3125000,2020,"28600",1798,170,320,"4701",1826,5,63
"Kia","Carnival Limousine Plus 7 STR",2950000,2020,"72000",2199,197,440,"5115",1985,7,60
"Maruti Suzuki","Ertiga VDI SHVS",620000,2016,"64906",1248,89,200,"4296",1695,7,45
"Mercedes-Benz","GLA 220 d Activity Edition",2250000,2016,"79000",2143,168,350,"4417",1804,5,50
"Maruti Suzuki","Ciaz Delta 1.4 MT",565000,2017,"64000",1373,91,130,"4490",1730,5,43
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT [2013-2016]",550000,2018,"56000",1197,81,114,"3765",1660,5,43
"Mahindra","Scorpio S5",1550000,2022,"12000",2179,137,319,"4456",1820,7,60
"Maruti Suzuki","Vitara Brezza LDi (O) [2016-2018]",711000,2018,"67900",1248,89,200,"3995",1790,5,48
"Tata","Tigor Revotron XM",375000,2018,"48144",1199,84,114,"3992",1677,5,35
"BMW","X1 sDrive20d xLine",4475000,2021,"7100",1995,184,350,"4454",2044,5,63
"Porsche","Macan Base [2019-2020]",9100000,2022,"9000",1984,248,370,"4696",1923,5,65
"Maruti Suzuki","Alto VXi [2014-2019]",245000,2016,"64000",998,67,90,"3545",1490,5,35
"Honda","City V Diesel",690000,2016,"38000",1498,99,200,"4440",1695,5,40
"Toyota","Innova 2.5 G BS IV 8 STR",944999,2016,"65321",2494,101,200,"4585",1765,8,55
"Mercedes-Benz","A-Class A 180 Sport Petrol",1350000,2014,"80000",1595,121,200,"4292",1780,4,50
"Maruti Suzuki","Vitara Brezza ZDi",850000,2018,"37093",1248,89,200,"3995",1790,5,48
"Volkswagen","Vento Highline 1.0L TSI",1200000,2021,"37230",999,109,175,"4390",1699,5,55
"Maruti Suzuki","Celerio VXi AMT",329000,2014,"76116",998,67,90,"3600",1600,5,35
"Honda","Civic 1.8V MT",300000,2010,"83359",1799,130,171,"4545",1750,5,50
"BMW","5-Series 530d M Sport [2013-2017]",4900000,2018,"38000",2993,258,560,"4899",2094,5,65
"Hyundai","Santro Sportz CNG [2018-2020]",465000,2019,"28000",1086,58,84,"3610",1645,5,60
"Skoda","Superb L&K TSI AT",2350000,2018,"14120",1798,177,250,"4861",1864,5,66
"Hyundai","Eon D-Lite +",250000,2014,"25000",814,55,75,"3495",1550,5,32
"MG","Hector Plus Sharp 1.5 DCT Petrol",1950000,2020,"28584",1451,141,250,"4720",1835,6,60
"Land Rover","Evoque HSE",3800000,2017,"50000",1999,177,430,"4360",2120,5,57
"Maruti Suzuki","Alto LXi CNG [2014-2018]",330000,2017,"63200",998,58,78,"3545",1490,4,60
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT [2013-2016]",409999,2014,"55000",1197,81,114,"3765",1660,5,43
"Ford","Figo Titanium1.5 TDCi",575000,2019,"71569",1498,99,215,"3886",1695,5,40
"Hyundai","i10 Magna 1.2 Kappa2",270000,2012,"41200",1197,79,112,"3585",1595,5,35
"Mahindra","Scorpio SLE BS-IV",434999,2013,"117000",2179,120,290,"4430",1817,8,60
"Maruti Suzuki","Swift DZire VXI",465000,2014,"65000",1197,85,114,"3995",1695,5,42
"BMW","X3 xDrive 20d Luxury Line [2018-2020]",6800000,2022,"33000",1995,190,400,"4657",1881,5,67
"Hyundai","i10 Magna 1.2 Kappa2",350000,2011,"21000",1197,79,112,"3585",1595,5,35
"Hyundai","Venue SX 1.0 Turbo iMT",900000,2020,"23000",998,118,172,"3995",1770,5,45
"Maruti Suzuki","Swift LXi",595000,2016,"26357",1197,83,115,"3850",1695,5,42
"Hyundai","Creta 1.6 SX Plus AT Petrol",1260000,2018,"33500",1591,122,154,"4270",1780,5,60
"Tata","Zest XE 75 PS Diesel",530000,2020,"5923",1248,74,190,"3995",1706,5,44
"Maruti Suzuki","Ertiga VDi",599000,2015,"72000",1248,89,200,"4265",1695,7,45
"Mahindra","XUV500 W11 AT",1595000,2018,"54154",2179,153,360,"4585",1890,7,70
"Volvo","V40 D3 R-Design",1798999,2017,"14000",1984,150,350,"4370",1783,5,60
"Maruti Suzuki","Baleno Delta 1.2",636000,2021,"35500",1197,83,115,"3995",1745,5,37
"Hyundai","Creta E Plus 1.4 CRDI",950000,2018,"63000",1396,89,224,"4270",1780,5,60
"Maruti Suzuki","S-Cross Zeta 1.6",800000,2017,"52836",1598,118,320,"4300",1765,5,48
"Maruti Suzuki","Celerio X Vxi AMT [2017-2019]",434000,2017,"50000",998,67,90,"3715",1635,5,35
"Hyundai","Elite i20 Sportz 1.4 CRDI [2016-2017]",625000,2016,"72114",1396,89,220,"3985",1734,5,45
"Maruti Suzuki","Alto 800 Lxi CNG",245000,2015,"72000",796,47,69,"3395",1490,5,35
"Mercedes-Benz","GLA 200 Sport",3100000,2019,"24000",1991,181,300,"4424",1804,5,50
"Audi","A6 2.0 TDI Premium",1490000,2012,"42000",1968,177,380,"4915",1874,5,65
"BMW","5-Series 530d M Sport [2013-2017]",6000000,2018,"27600",2993,258,560,"4899",2094,5,65
"Maruti Suzuki","Alto VXi [2014-2019]",295000,2015,"31000",998,67,90,"3545",1490,5,35
"Maruti Suzuki","Eeco 7 STR [2019-2020]",450000,2018,"32000",1196,73,101,"3675",1475,7,40
"Toyota","Innova 2.4 VX 7 STR [2016-2020]",1989999,2018,"55000",2393,148,343,"4735",1830,7,55
"Lexus","ES 300h",3900000,2017,"31059",2494,202,213,"4915",1820,5,65
"Honda","City V Diesel",635000,2016,"72200",1498,99,200,"4440",1695,5,40
"Tata","Safari 2.2 EX 4x2",575000,2013,"72000",2179,138,320,"4655",1965,7,55
"Maruti Suzuki","S-Cross Alpha 1.6",590000,2016,"77000",1598,118,320,"4300",1765,5,48
"Honda","City VX",1199000,2020,"26497",1497,117,145,"4440",1695,5,40
"Hyundai","i10 Asta 1.2 AT Kappa2 with Sunroof",380000,2013,"57000",1197,79,112,"3585",1595,5,35
"Maruti Suzuki","Alto VXi AMT [2014-2018]",365000,2015,"20100",998,67,90,"3545",1490,5,35
"Audi","A4 1.8 TFSI Multitronic Premium Plus",1000000,2010,"67000",1798,170,320,"4701",1826,5,63
"Mahindra","Thar LX 4-STR Hard Top Diesel MT",1800000,2021,"14500",2184,130,300,"3985",1820,4,57
"Kia","Seltos HTK Plus AT 1.5 Diesel [2020-2021]",1275000,2021,"30000",1493,113,250,"4315",1800,5,50
"Mercedes-Benz","C-Coupe 43 AMG 4MATIC",7000000,2020,"19000",2996,385,520,"4693",1810,4,66
"Mahindra","XUV500 W10 AT 1.99",955000,2016,"110000",1997,138,320,"4585",1890,7,70
"Mahindra","TUV300 T6 Plus",630000,2015,"115339",1493,100,240,"3995",1835,7,60
"Audi","Q5 40 TDI Premium Plus",4475000,2020,"18000",1968,188,400,"4663",1893,5,70
"Mahindra","Thar LX 4-STR Hard Top Diesel AT",1950000,2022,"4500",2184,130,300,"3985",1820,4,57
"Hyundai","Creta E Plus 1.6 Petrol",890000,2017,"49000",1591,122,154,"4270",1780,5,60
"Mercedes-Benz","GLC 220d 4MATIC Progressive",6750000,2022,"7000",1950,192,400,"4658",1890,5,66
"BMW","3-Series 320d Sport Line",2275000,2015,"78362",1995,184,380,"4624",2031,5,60
"Mahindra","Thar LX 4-STR Convertible Diesel AT",1864999,2020,"30000",2184,130,300,"3985",1820,4,57
"Hyundai","i20 Active 1.4 SX",540000,2015,"59000",1396,89,220,"3995",1760,5,45
"BMW","X1 sDrive20d xLine",3125000,2018,"49000",1995,184,350,"4454",2044,5,63
"Mercedes-Benz","M-Class ML 350 CDI",3200000,2014,"60513",2997,254,619,"4804",2141,5,70
"Mercedes-Benz","GLA 200 d Sport",2750000,2019,"56500",2143,134,300,"4424",1804,5,50
"Hyundai","Verna Fluidic 1.6 CRDi SX",400000,2013,"71000",1582,126,260,"4370",1700,5,43
"Audi","Q7 45 TDI Technology Pack",3750000,2016,"88000",2967,245,600,"5052",1968,7,75
"Hyundai","Creta 1.4 S",800000,2018,"68000",1396,89,224,"4270",1780,5,60
"Maruti Suzuki","Vitara Brezza ZDi",780000,2017,"94827",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Estilo LXi BS-IV",220000,2010,"62000",998,67,90,"3600",1475,5,35
"BMW","X1 sDrive20d Expedition",2385000,2017,"22120",1995,188,400,"4439",1821,5,51
"BMW","X1 sDrive20d xLine",3400000,2019,"11000",1995,184,350,"4454",2044,5,63
"Audi","A6 35 TFSI Matrix",2850000,2017,"58000",1798,190,320,"4933",1874,5,75
"Maruti Suzuki","Vitara Brezza ZDi",990000,2019,"54572",1248,89,200,"3995",1790,5,48
"Skoda","Rapid 1.5 TDI CR Ambition Plus AT",549000,2014,"42000",1498,103,250,"4386",1699,5,55
"Renault","Pulse RxL ABS Diesel [2015-2017]",340000,2017,"6000",1461,63,160,"3805",1665,5,41
"Honda","Amaze 1.5 E i-DTEC",425000,2013,"79500",1498,99,200,"3990",1680,5,35
"BMW","3-Series 320d Luxury Line",1689999,2015,"82000",1995,188,400,"4633",1811,5,57
"Toyota","Innova 2.4 VX 8 STR [2016-2020]",2750000,2021,"34228",2393,148,343,"4735",1830,8,55
"Maruti Suzuki","Swift VDi",515000,2014,"141334",1248,74,190,"3850",1695,5,42
"Maruti Suzuki","Swift VXi [2014-2017]",550000,2018,"50000",1197,83,115,"3850",1695,5,42
"Nissan","Terrano XL D THP 110 PS",550000,2014,"65000",1461,108,248,"4331",1822,5,50
"Tata","Tiago Revotron XZA",555000,2018,"20000",1199,84,114,"3746",1647,5,35
"Maruti Suzuki","Celerio ZXi [2017-2019]",391000,2017,"24000",998,67,90,"3600",1600,5,35
"Maruti Suzuki","Ignis Delta 1.2 AMT",560000,2017,"36000",1197,82,113,"3700",1690,5,32
"Audi","Q3 2.0 TDI quattro Premium Plus",1420000,2013,"117000",1968,174,380,"4385",1831,5,64
"Volkswagen","Polo Highline Plus 1.0L TSI",950000,2021,"24000",999,109,175,"3971",1682,5,45
"Maruti Suzuki","Baleno Sigma 1.2",490000,2017,"82000",1197,83,115,"3995",1745,5,37
"Hyundai","Creta 1.6 SX",1044999,2016,"78000",1582,126,265,"4270",1780,5,60
"Audi","Q7 45 TDI Technology Pack",5200000,2017,"45000",2967,245,600,"5052",1968,7,75
"Hyundai","Verna Fluidic 1.6 VTVT SX Opt AT",1125000,2019,"50000",1591,121,158,"4370",1700,5,43
"MINI","Cooper D 5 Door",1950000,2014,"24000",1496,114,270,"3982",1727,5,44
"Hyundai","Xcent S 1.2",490000,2018,"66000",1197,81,114,"3995",1660,5,43
"Maruti Suzuki","Alto VXi",185000,2012,"37000",998,67,90,"3620",1475,5,35
"Honda","City 1.5 V MT",375000,2012,"80350",1497,116,146,"4440",1695,5,42
"Mercedes-Benz","C-Class 220 BlueEfficiency",975000,2013,"102000",2143,170,400,"4596",1770,5,66
"Maruti Suzuki","Swift VXi [2014-2017]",450000,2016,"48200",1197,83,115,"3850",1695,5,42
"Maruti Suzuki","Swift DZire VDI",459999,2015,"55000",1248,74,190,"3995",1695,5,42
"Lexus","ES 300h Exquisite [2020-2021]",5200000,2020,"14000",2487,176,221,"4975",1865,5,50
"Hyundai","Elite i20 Sportz 1.2 MT",700000,2020,"25000",1197,82,115,"3995",1775,5,37
"Volkswagen","Polo Highline Plus 1.0L TSI",1025000,2020,"20124",999,109,175,"3971",1682,5,45
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT [2013-2016]",380000,2015,"55660",1197,81,114,"3765",1660,5,43
"Skoda","Octavia Style 1.8 TSI AT",819999,2015,"94580",1798,177,250,"4659",1814,5,50
"Mercedes-Benz","GLA 200 Sport",1691000,2015,"45000",1991,181,300,"4417",1804,5,50
"Mercedes-Benz","GLC 220d 4MATIC Progressive [2019-2021]",5200000,2019,"10000",1950,192,400,"4658",1890,5,66
"Maruti Suzuki","Ciaz VDi SHVS",725000,2016,"57000",1248,89,200,"4490",1730,5,43
"Hyundai","Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG",725000,2021,"45000",1197,68,95,"3805",1680,5,60
"Maruti Suzuki","Alto LXi CNG",155000,2011,"90342",796,39,54,"3495",1475,5,35
"Honda","Amaze 1.2 VX MT Petrol [2018-2020]",700000,2022,"1000",1199,89,110,"3995",1695,5,35
"Hyundai","Verna Fluidic 1.6 CRDi SX",235000,2011,"135000",1582,126,260,"4370",1700,5,43
"Toyota","Fortuner 3.0 4x4 MT",1975000,2014,"123000",2982,169,343,"4705",1840,7,80
"Mahindra","XUV500 W8 AWD",810000,2012,"47531",2179,140,330,"4585",1890,7,70
"Kia","Seltos HTX Plus 1.5 Diesel [2020-2021]",1350000,2019,"79000",1493,113,250,"4315",1800,5,50
"Mahindra","Scorpio VLX 2WD Airbag BS-IV",450000,2011,"95000",2179,120,290,"4430",1817,8,60
"Hyundai","i10 Magna 1.2 Kappa2",250000,2011,"53000",1197,79,112,"3585",1595,5,35
"Hyundai","Elite i20 Asta 1.4 CRDI [2016-2017]",819999,2020,"30000",1396,89,220,"3985",1734,5,45
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",2690000,2017,"65000",2755,174,450,"4795",1855,7,80
"Hyundai","Creta SX 1.6 AT CRDi",1240000,2018,"440000",1582,126,260,"4270",1780,5,55
"Honda","City VX",790000,2016,"63088",1497,117,145,"4440",1695,5,40
"BMW","X5 xDrive30d xLine",8300000,2020,"29000",2993,262,620,"4922",2004,5,80
"Volvo","S90 D4 Inscription",6000000,2020,"2600",1969,187,400,"4963",1879,5,55
"Hyundai","Xcent S 1.1 CRDi (O)",390000,2014,"81000",1120,71,180,"3995",1660,5,43
"Hyundai","Verna Fluidic 1.6 VTVT SX",385000,2011,"73000",1591,121,158,"4370",1700,5,43
"Ford","Endeavour Titanium 3.2 4x4 AT",3650000,2019,"34000",3198,197,470,"4892",1860,7,80
"Hyundai","Verna Fluidic 1.6 VTVT SX",547000,2013,"36623",1591,121,158,"4370",1700,5,43
"Hyundai","Creta SX 1.6 AT Petrol",1295000,2018,"30000",1591,122,151,"4270",1780,5,55
"Hyundai","i10 Sportz 1.2 Kappa2",250000,2011,"64000",1197,79,112,"3585",1595,5,35
"Toyota","Corolla Altis VL AT Petrol",1670000,2019,"39000",1798,138,173,"4620",1775,5,55
"Maruti Suzuki","Vitara Brezza ZDi",890000,2017,"70000",1248,89,200,"3995",1790,5,48
"Audi","A3 35 TDI Premium Plus + Sunroof",2380000,2019,"36000",1968,141,320,"4456",1796,5,50
"Maruti Suzuki","Baleno Alpha Automatic",775000,2018,"40000",1197,82,113,"3995",1745,5,37
"Volkswagen","Polo 1.5 TDI",500000,2014,"62000",1498,89,230,"3987",1698,5,45
"Volkswagen","Polo Highline1.2L (P)",525000,2014,"43550",1198,74,110,"3970",1682,5,45
"Ford","Ecosport Titanium + 1.5L TDCi [2019-2020]",850000,2019,"28000",1498,99,205,"3998",1765,5,52
"Renault","Kwid 1.0 RXL [2017-2019]",390000,2018,"47874",999,67,91,"3679",1579,5,28
"Hyundai","Verna 1.6 CRDI SX (O)",965000,2018,"87001",1582,126,260,"4375",1700,5,43
